cui,drug_name
C1737826    ,sunbalance
C1176020    ,sunitinib
C0723535    ,supac
C1170631    ,supartz
C2937537    ,superdent
C0723543    ,superfed
C0699404    ,superoxol
C0674307    ,supersmile
C0723545    ,suphedrin
C2745993    ,suphedrine
C2729819    ,suphenamine
C0723549    ,suphenamine-sr
C1588572    ,suphera
C0038854    ,suppository
C0723551    ,supprelin
C2954564    ,suppressor
C3859446    ,supraderm
C1602170    ,supramine
C0592148    ,suprane
C0678177    ,suprax
C0723552    ,supred
C3179387    ,suprefact
C3498003    ,suprelorin
C3160365    ,suprenza
C2927728    ,suprep
C0038878    ,suprofen
C0038880    ,suramin
C0723555    ,surelac
C1263605    ,surem
C3464860    ,surfaxin
C0678167    ,surgam
C2961353    ,surgicept
C0075661    ,surgident
C0728956    ,surmontil
C2729557    ,surolan
C0939485    ,surpass
C0723553    ,sur-q-lax
C0699934    ,survanta
C0590711    ,suscard
C1171375    ,suspen
C0038960    ,suspension
C0699225    ,sustac
C2732140    ,sustain
C0700826    ,sustaire
C0699126    ,sustamycin
C0075665    ,sustanon
C0674427    ,sustiva
C4283667    ,sustol
C1698963    ,sutent
C2918754    ,suttar
C3179535    ,suvorexant
C0038627    ,suxamethonium
C1815434    ,sweet-ease
C2747362    ,swineaid
C4519781    ,swinemate
C3153371    ,sylatron
C0723560    ,syllact
C0723561    ,syllamalt
C3819079    ,sylvant
C0723562    ,symadine
C1602476    ,symax
C1121854    ,symbicort
C1602073    ,symbioflor
C1330549    ,symbyax
C4530841    ,symjepi
C1174780    ,symlin
C2241091    ,symlinpen
C0026055    ,symmetrel
C2946465    ,symmetry
C1171438    ,sympatol
C4325241    ,symproic
C1654182    ,symtan
C1262608    ,synadrin
C0723567    ,synagis
C0728792    ,synalar
C0614613    ,synalar-c
C0723569    ,synalgos-dc
C1262729    ,synandone
C0144244    ,synanthic
C2920923    ,synapryn
C0131793    ,synarel
C4276111    ,synchsure
C3281447    ,syncol
C4490730    ,syndros
C0728790    ,synemol
C0039086    ,synephrine
C1646052    ,synera
C0526512    ,synercid
C0002800    ,synflex
C4050750    ,synjardy
C0144270    ,synkavite
C3531169    ,synotic
C3535791    ,synovacin
C3864963    ,synovex
C3504807    ,synribo
C0723565    ,syn-rx
C0592153    ,syntaris
C3556184    ,syntest
C0728762    ,synthroid
C0592155    ,syntocinon
C0723570    ,synvisc
C2683452    ,synvisc-one
C0723571    ,syprine
C1612497    ,syrex
C0991550    ,syrup
C1655274    ,systane
C0723572    ,sytobex
C0039225    ,tablet
C2350041    ,tabloid
C0723593    ,tab-profen
C2920287    ,tabradol
C0953467    ,tacalcitol
C0723594    ,tacaryl
C0723595    ,tace
C1871272    ,tachosil
C1177036    ,tachyrol
C1698965    ,taclonex
C0039245    ,tacrine
C0085149    ,tacrolimus
C2346279    ,tactinal
C1176316    ,tadalafil
C0058623    ,tadenan
C2745274    ,tafamidis
C3644555    ,tafinlar
C1451502    ,tafluprost
C0592157    ,tagamet
C4058817    ,tagrisso
C0307768    ,talacen
C1601141    ,taladine
C0039266    ,talampicillin
C0301407    ,talbutal
C0039267    ,talc
C2731936    ,talclonex
C0075783    ,talinolol
C0772080    ,talniflumate
C0684197    ,talpen
C4224872    ,taltz
C0030875    ,talwin
C0592158    ,tambocor
C0876173    ,tamiflu
C0592159    ,tamofen
C0039286    ,tamoxifen
C0257343    ,tamsulosin
C2369516    ,tanabid
C1724576    ,tanacof
C0723598    ,tanafed
C2241883    ,tanahist-d
C1966199    ,tanahist-pd
C0723599    ,tanamine
C0075804    ,tandem
C1578181    ,tanderil
C1950502    ,tannate
C1631108    ,tannihist-12d
C0723601    ,tanoral
C0039297    ,tantalum
C3819089    ,tanzeum
C0728778    ,tapazole
C2001271    ,tapentadol
C1587962    ,tara-8
C0878038    ,taractan
C1135136    ,tarceva
C4046256    ,targadox
C3848665    ,targiniq
C0678137    ,targocid
C0813158    ,targretin
C0595471    ,tarka
C0723604    ,tarsum
C0144544    ,tartrate
C0039329    ,tartrazine
C1879514    ,tasigna
C1313052    ,tasimelteon
C0595276    ,tasmar
C0937851    ,tasonermin
C0723574    ,t-athlete
C3651947    ,taurate
C0039350    ,taurine
C3642427    ,tavaborole
C0592162    ,tavegil
C0086020    ,tavist
C0723605    ,tavist-1
C0723606    ,tavist-d
C1601315    ,taxadone
C0678133    ,taxol
C0699967    ,taxotere
C0288792    ,tazarotene
C0700860    ,tazicef
C0700856    ,tazidime
C0075870    ,tazobactam
C0723607    ,tazorac
C1330555    ,taztia
C3542463    ,tbo-filgrastim
C0723575    ,t-diet
C0982429    ,tea-dodecylbenzenesulfonate
C3499444    ,tea-lactate
C0723610    ,teargen
C0733485    ,tearisol
C2746307    ,teat-glo
C0876177    ,tebamide
C4238884    ,tecentriq
C3556178    ,tecfidera
C4046856    ,technivie
C0723621    ,teczem
C2744850    ,tedizolid
C0723622    ,tedrigen
C1530889    ,teduglutide
C0076040    ,teferrol
C2954630    ,teflaro
C0016778    ,tegafur
C0537147    ,tegaserod
C0723623    ,tegison
C0700959    ,tegopen
C0700087    ,tegretol
C0145106    ,teicoplanin
C2939825    ,tekamlo
C2723196    ,tekral
C1870961    ,tekturna
C0723630    ,teladar
C1876229    ,telaprevir
C1453642    ,telavancin
C0145108    ,telazol
C1453933    ,telbivudine
C0723631    ,teldrin
C0795742    ,telepaque
C0907410    ,telithromycin
C0039462    ,tellurium
C0293153    ,telmesteine
C0248719    ,telmisartan
C3884837    ,telotristat
C0076075    ,temafloxacin
C0701317    ,temaril
C2732166    ,temaril-p
C0039468    ,temazepam
C0950323    ,temetex
C0076079    ,temocillin
C0876179    ,temodar
C0700490    ,temopen
C0379149    ,temoporfin
C0376978    ,temovate
C0076080    ,temozolomide
C0307802    ,tempra
C1707080    ,temsirolimus
C3667684    ,tena
C0723638    ,tenake
C0723639    ,tencet
C0592164    ,tenchlor
C0723640    ,tencon
C0872913    ,tenecteplase
C0242580    ,tenex
C0039512    ,teniposide
C3245295    ,tenivac
C0723637    ,ten-k
C0595009    ,tenkicin
C0592166    ,tenkorex
C0384228    ,tenofovir
C0771436    ,tenonitrozole
C1323178    ,tenoret
C0076095    ,tenoretic
C0592168    ,tenormin
C0076096    ,tenoxicam
C0699082    ,tensilon
C0592170    ,tensium
C0732272    ,tensopril
C0723644    ,tenuate
C0730916    ,teoptic
C3531311    ,tepadina
C1448391    ,tepanil
C0061231    ,teprenone
C0876180    ,tequin
C0723646    ,terak
C0723647    ,teramine
C1614654    ,terazoisin
C1612441    ,terazoosin
C0076107    ,terazosin
C0076110    ,terbinafine
C2723024    ,terbinex
C0039541    ,terbium
C0039542    ,terbutaline
C0076115    ,terconazole
C0085173    ,terfenadine
C0592781    ,terfenor
C0592172    ,terfinax
C1718383    ,teriflunomide
C0070093    ,teriparatide
C0145184    ,terizidone
C0145185    ,terlipressin
C1602161    ,termene
C3205287    ,terminator
C2940374    ,terocin
C0076126    ,terodiline
C0733636    ,teronac
C0348029    ,terpineol
C0076131    ,terra-cortril
C0699935    ,terramycin
C3465311    ,terrasil
C4018303    ,terra-vet
C1587944    ,terrell
C0076166    ,tertatolol
C1876200    ,tesamorelin
C0740162    ,teslac
C0637607    ,teslascan
C0740256    ,tessalon
C0723654    ,testamone-100
C1170653    ,testim
C0723655    ,testoderm
C0039600    ,testolactone
C0723656    ,testolin
C0723657    ,testomar
C1170654    ,testopel
C0039601    ,testosterone
C1589604    ,testradiol
C0917827    ,testred
C0723658    ,testro
C0723660    ,testro-l.a.
C1588033    ,tetcaine
C1262813    ,tetmosol
C0039623    ,tetrabenazine
C0592177    ,tetrabid-organon
C0039629    ,tetracaine
C0939728    ,tetracap
C0592178    ,tetrachel
C3535834    ,tetrachloroaurate
C1170657    ,tetracon
C0010192    ,tetracosactide
C0039644    ,tetracycline
C3651761    ,tetradecamethylhexasiloxane
C3282691    ,tetradecene
C1615257    ,tetradure
C2714003    ,tetrafluoromethane
C3555498    ,tetrahydrobisdemethoxydiferuloylmethane
C0039663    ,tetrahydrocannabinol
C0382876    ,tetrahydrocurcumin
C3555497    ,tetrahydrodemethoxydiferuloylmethane
C0382876    ,tetrahydrodiferuloylmethane
C4046700    ,tetrahydropiperine
C0076286    ,tetrahydrozoline
C0723662    ,tetra-ide
C1260648    ,tetralysal
C1170656    ,tetra-mag
C0537638    ,tetrapeptide-15
C3256563    ,tetrapeptide-21
C3859422    ,tetrapeptide-6
C4550647    ,tetrapetide-4
C3505775    ,tetrasilane
C0723665    ,tetrasine
C1633692    ,tetravisc
C0076341    ,tetrazepam
C1327685    ,tetrex
C1366036    ,tetrofosmin
C0076355    ,tetroxoprim
C2938139    ,tetroxy
C0076286    ,tetryzoline
C1949435    ,tetterine
C1178595    ,teva-cc
C0876891    ,teveten
C0723667    ,texacort
C4519194    ,tezacaftor
C0723576    ,t-gesic
C0039736    ,thalidomide
C0700920    ,thalitone
C0039738    ,thallium
C0723668    ,thalomid
C3268109    ,thatzit
C4048309    ,thaumatin
C0076379    ,theaflavin
C0076380    ,theanine
C0076383    ,thenyldiamine
C0700825    ,theo-24
C0700824    ,theobid
C0039763    ,theobromine
C1637823    ,theocap
C0700838    ,theochron
C1577129    ,theoclear
C0723675    ,theoclear-80
C0723676    ,theocon
C0068955    ,theodrenaline
C0723678    ,theodrine
C0700057    ,theodur
C0772018    ,theofibrate
C1256651    ,theograd
C0700821    ,theolair
C0723679    ,theolair-sr
C0723680    ,theolate
C2918441    ,theomax
C0723683    ,theophyll-gg
C0039771    ,theophylline
C1165274    ,theo-sav
C0723684    ,theosol-80
C0700816    ,theospan
C1165273    ,theospan-sr
C1602806    ,theospect
C0723671    ,theo-time
C0700812    ,theovent
C0723672    ,theo-x
C0728933    ,therabloat
C2948679    ,therabreath
C2920991    ,theracodophen-325
C0723694    ,theracort
C3163518    ,theracran
C0307831    ,theracys
C3163512    ,thera-d
C1262761    ,theraderm
C1948412    ,theraflu
C0723689    ,thera-flur-n
C3667738    ,therafreeze
C0307830    ,thera-gesic
C0723710    ,therahist
C0723711    ,theramycin
C2920990    ,therapentin-90
C2920992    ,theraprofen-90
C2343617    ,thera-sal
C3255385    ,therastat
C0723692    ,theratears
C3700963    ,theraworx
C3247753    ,therevac
C0723729    ,therevac-sb
C0723730    ,thermazene
C0723731    ,thermotabs
C3205306    ,theromega
C1949035    ,theroxide
C0039832    ,thiabendazole
C0025644    ,thiamazole
C0039840    ,thiamine
C0039854    ,thiamphenicol
C0039855    ,thiamylal
C0039865    ,thiethylperazine
C0039867    ,thimerosal
C0076448    ,thiobutabarbital
C0076456    ,thiocolchicoside
C1703661    ,thioctate
C0220926    ,thiocyanate
C1529195    ,thiocyl
C0076470    ,thioglycerol
C3503279    ,thioglycolate
C0039902    ,thioguanine
C0733414    ,thiola
C0039867    ,thiomersal
C3486200    ,thionex
C0039925    ,thiopental
C0599532    ,thiophene
C0728766    ,thioplex
C0076513    ,thiopropazate
C0039936    ,thioproperazine
C3496084    ,thioredoxin
C0039943    ,thioridazine
C0304346    ,thiosalicylate
C0039947    ,thiostrepton
C1739800    ,thiotaurine
C0039871    ,thiotepa
C0039955    ,thiothixene
C0076531    ,thiphenamil
C0039962    ,thiram
C0772395    ,thonzonium
C0175162    ,thonzylamine
C3255392    ,thoracol
C0699065    ,thorazine
C0039994    ,thorium
C3666885    ,threda
C0962432    ,threonate
C0040005    ,threonine
C0723736    ,threostat
C2938208    ,thrive
C3282492    ,throat-releev
C1613621    ,thrombate
C0040018    ,thrombin
C0702032    ,thrombinar
C1099324    ,thrombin-jmi
C0723739    ,thrombogen
C0702033    ,thrombostat
C3556160    ,thrushtox
C0040066    ,thulium
C0145793    ,thuringiensin
C0723740    ,thybine
C4257007    ,thylox
C0076612    ,thymalfasin
C0040077    ,thymidine
C0040087    ,thymine
C0730920    ,thymoglobulin
C0040096    ,thymol
C0076607    ,thymomodulin
C0080225    ,thymopentin
C0076625    ,thymostimulin
C0040108    ,thymoxamine
C0876183    ,thyrogen
C0040123    ,thyroglobulin
C3556149    ,thyrokare
C0145867    ,thyrolar
C3473445    ,thyromed
C2962422    ,thyrosafe
C1949439    ,thyroshield
C1602050    ,thyrotab
C0310351    ,thyro-tabs
C0040160    ,thyrotropin
C0939731    ,thyrox
C0040165    ,thyroxine
C0039832    ,tiabendazole
C0076648    ,tiadenol
C0076649    ,tiadilon
C4530467    ,tiadylt
C0068897    ,tiagabine
C1165286    ,tiamate
C0076651    ,tiamulin
C0076652    ,tianeptine
C0040180    ,tiapride
C1703862    ,tiaprofenate
C0723743    ,tiazac
C0076660    ,tibolone
C1999375    ,ticagrelor
C0699871    ,ticar
C0040193    ,ticarcillin
C0733418    ,ticlid
C0040207    ,ticlopidine
C0723744    ,ticon
C0771438    ,tiemonium
C0733768    ,tigan
C1260298    ,tigecycline
C0723746    ,tija
C0876188    ,tikosyn
C0083183    ,tilactase
C0132098    ,tilade
C0592181    ,tilarin
C0618388    ,tilbroquinol
C0590683    ,tildiem
C3464669    ,tildipirosin
C3832860    ,tildren
C0040217    ,tiletamine
C0040219    ,tilidine
C0630395    ,tiliroside
C0076681    ,tilmicosin
C0145942    ,tiludronate
C0483497    ,timecef
C0723747    ,time-hist
C0076686    ,timentin
C1577500    ,timolide
C0040233    ,timolol
C0040235    ,timoptic
C0723753    ,timoptic-xe
C0040236    ,timoptol
C0592182    ,timpron
C0723757    ,tinactin
C2720468    ,tinaderm
C0723759    ,tinaspore
C0723754    ,tin-ben
C0991583    ,tincture
C1601334    ,tindamax
C3160550    ,tineacide
C0723760    ,ting
C0040263    ,tinidazole
C0216278    ,tinzaparin
C0612505    ,tioclomarol
C0076705    ,tioconazole
C0039902    ,tioguanine
C0025405    ,tiopronin
C0039955    ,tiotixene
C0213771    ,tiotropium
C4056441    ,tipiracil
C0876184    ,ti-plex
C0663733    ,tipranavir
C0046882    ,tiratricol
C0245179    ,tirilazad
C0247025    ,tirofiban
C0076723    ,tiropramide
C1964481    ,tirosint
C3640939    ,tisagenlecleucel
C3640939    ,tisagenlecleucel-t
C0730923    ,tisept
C0076516    ,tisopurine
C0947703    ,tisseel
C0723761    ,tis-u-sol
C0040302    ,titanium
C0723762    ,titralac
C3542464    ,tivicay
C3819134    ,tivorbex
C0146010    ,tixocortol
C0146011    ,tizanidine
C0939487    ,tnkase
C0723764    ,tobi
C0723765    ,tobradex
C1829317    ,tobraflex
C0723766    ,tobralcon
C0730710    ,tobralex
C0040341    ,tobramycin
C0723767    ,tobrasol
C0723768    ,tobrex
C0085237    ,tocainide
C0168706    ,tocamphyl
C2825368    ,toceranib
C1609165    ,tocilizumab
C0606070    ,tocofersolan
C3255108    ,tocopherol
C1323100    ,"tocopherol,dl-alpha"
C0606070    ,tocophersolan
C0949647    ,tocotrienols
C2930696    ,tofacitinib
C0076784    ,tofisopam
C0025231    ,tofranil
C0723769    ,tofranil-pm
C4060050    ,tokisan
C3666173    ,tokuhon-a
C4056538    ,tolak
C0040372    ,tolazamide
C4017867    ,tolazil
C3892972    ,tolazine
C0040373    ,tolazoline
C0040374    ,tolbutamide
C0246330    ,tolcapone
C0076793    ,tolciclate
C4530542    ,tolcylen
C0733360    ,tolectin
C0723773    ,tolinase
C0040377    ,tolmetin
C0040379    ,tolnaftate
C0723774    ,tolnate
C0076804    ,toloxatone
C0040382    ,tolperisone
C0076808    ,tolrestat
C1170665    ,tol-tab
C0388753    ,tolterodine
C0146196    ,toltrazuril
C0040383    ,toluene
C1176308    ,tolvaptan
C0878095    ,tomudex
C0939732    ,tomycine
C0087100    ,tonocard
C0040462    ,toothpaste
C2346283    ,tootsweet
C0723778    ,topamax
C4026062    ,topicaine
C1588883    ,topicale
C3665083    ,topicool
C0723780    ,topicort
C0001086    ,topicycline
C1262724    ,topilar
C2741504    ,topiragen
C0076829    ,topiramate
C2356067    ,topisulf
C0723782    ,toposar
C0146224    ,topotecan
C2723006    ,toprol
C0723783    ,toprol-xl
C0146226    ,toradol
C0076840    ,torasemide
C0310375    ,torbugesic
C0723786    ,torecan
C0592189    ,torem
C0076836    ,toremifene
C1951646    ,torisel
C0772397    ,tormentil
C0307889    ,tornalate
C4529678    ,torphaject
C0076840    ,torsemide
C0879399    ,tositumomab
C0723787    ,totacillin
C0723788    ,totacillin-n
C0592191    ,totamol
C0592192    ,totaretic
C0211223    ,totarol
C1965521    ,totect
C3892970    ,toujeo
C2702015    ,tourmaline
C3651902    ,touro
C2370090    ,toviaz
C2731255    ,toxi-sorb
C0723579    ,t-painol
C0723581    ,t-panol
C0700840    ,t-phyl
C1311070    ,trabectedin
C1101331    ,tracleer
C0592193    ,tracrium
C3153996    ,tradjenta
C0040602    ,tragacanth
C2962264    ,tramacort
C0723802    ,tramacort-d
C0040610    ,tramadol
C0592808    ,tramake
C1601135    ,tramalgin
C0076890    ,tramazoline
C2697961    ,trametinib
C0062961    ,tramiprosate
C0592194    ,trancopal
C1602554    ,trancot
C0592195    ,trandate
C1602799    ,trandide
C0076891    ,trandolapril
C0165477    ,trandolaprilat
C0146337    ,tranilast
C3154137    ,tranquived
C3666168    ,transanosil
C0590712    ,transiderm-nitro
C0699626    ,trans-ver-sal
C0699937    ,tranxene
C0723808    ,tranxene-sd
C0040778    ,tranylcypromine
C4317658    ,tranzarel
C0040779    ,trapidil
C0040782    ,trasicor
C0728747    ,trastuzumab
C0592198    ,trasylol
C0076942    ,travase
C0076943    ,travasol
C0939506    ,travatan
C0939507    ,travel-ease
C0723816    ,travel-eze
C0939508    ,travel-wise
C1612456    ,travenol
C3864956    ,trav-l-tabs
C0730712    ,travogyn
C0937916    ,travoprost
C0730713    ,traxam
C0040805    ,trazodone
C2719838    ,treagan
C1879798    ,treanda
C0733402    ,trecator
C0040815    ,trehalose
C0146556    ,trehalulose
C4522956    ,trelegy
C0112708    ,trelstar
C4490527    ,tremfya
C0040829    ,trenbolone
C0699487    ,trental
C0076959    ,treosulfan
C0094813    ,trepibutone
C2920993    ,trepoxen-250
C1145760    ,treprostinil
C0076963    ,tresaderm
C4056537    ,tresiba
C0040845    ,tretinoin
C3709761    ,tretten
C0939510    ,trexall
C2726559    ,trexbrom
C1724412    ,trexima
C2343621    ,treximet
C1967912    ,trezix
C0723855    ,triacet
C0040853    ,triacetin
C0040854    ,triacetoneamine-n-oxyl
C0076990    ,triacetyldithranol
C0723856    ,triacin
C0723858    ,triactin
C0723862    ,triacting
C0740230    ,triad
C2945893    ,triadine
C0723863    ,triafed
C2962267    ,triam
C0723865    ,triam-a
C0040864    ,triamcinolone
C0723868    ,triamcot
C0723866    ,triam-forte
C0723872    ,triaminic
C2962280    ,triamonide
C0040869    ,triamterene
C3154873    ,trianex
C1330573    ,triant-hc
C0723882    ,triaprin
C4033472    ,triarachidin
C0723883    ,triavil
C0723884    ,triaz
C0040879    ,triazolam
C0077013    ,triazulenone
C0876195    ,triban
C2700070    ,tribehenin
C0077015    ,tribenoside
C2938479    ,tribenzor
C1615202    ,triblide
C2609465    ,tribulus
C0077027    ,tricaine
C3860131    ,tricalm
C0520520    ,tricaprin
C0077030    ,tricaprylin
C0771678    ,tricarbaurinium
C2343881    ,triceteareth-4-phosphate
C1172894    ,tricetin
C0723823    ,tri-chlor
C0040898    ,trichlorfon
C0040899    ,trichlormethiazide
C0077034    ,trichloroacetaldehyde
C0370086    ,trichloroacetate
C0077039    ,trichlorofluoromethane
C0077039    ,trichloromonofluoromethane
C0077047    ,trichlorotrifluoroethane
C1170678    ,tricitrates
C0077072    ,triclocarban
C0077073    ,triclofos
C2946478    ,triclonex
C0040958    ,triclosan
C0592203    ,triclosept
C3538406    ,tricodene
C0723893    ,tricor
C0723894    ,tricosal
C2726236    ,tridane
C0723820    ,tri-dec
C0298558    ,tridecane
C3256384    ,tridecanol
C3257703    ,trideceth-10
C3256381    ,trideceth-12
C3275165    ,trideceth-3
C3538040    ,trideceth-5
C3256382    ,trideceth-6
C4271479    ,trideceth-8
C3256383    ,trideceth-9
C0723895    ,triderm
C0813503    ,tridesilon
C0077081    ,tridihexethyl
C0699226    ,tridil
C0702228    ,tridione
C2719861    ,tridrane
C0040976    ,trientine
C4519894    ,triepoxycyclohexasilane
C1996381    ,triesence
C0077089    ,triethanolamine
C0077096    ,triethylamine
C3256385    ,triethylhexanoin
C4018311    ,triferic
C3538416    ,trifexis
C0040979    ,trifluoperazine
C0040988    ,trifluperidol
C0040989    ,triflupromazine
C0040987    ,trifluridine
C0077126    ,triflusal
C1620426    ,triglide
C2604598    ,triheptanoin
C0723897    ,trihexane
C1306256    ,trihexy-2
C0041009    ,trihexyphenidyl
C0723900    ,trihist-d
C0723826    ,tri-hydroserpine
C3256387    ,trihydroxystearin
C3645268    ,triisononanoin
C0077138    ,triisopropanolamine
C3486004    ,triisostearin
C0723827    ,tri-k
C0723828    ,tri-kort
C0699490    ,trilafon
C0077140    ,trilaurin
C0876196    ,trileptal
C0077141    ,trilinolein
C0529568    ,trilinolenin
C2370546    ,trilipix
C0878190    ,trilisate
C1588697    ,trilocort
C1588692    ,trilocot
C0723901    ,trilog
C0723902    ,trilone
C0077144    ,trilostane
C1170668    ,tri-luma
C2242420    ,trilyte
C1602059    ,trimazide
C0041023    ,trimebutine
C0723830    ,tri-med
C0041031    ,trimeprazine
C0041040    ,trimetaphan
C0041037    ,trimetazidine
C0041038    ,trimethadione
C0041040    ,trimethaphan
C0077163    ,trimethobenzamide
C0041041    ,trimethoprim
C1117793    ,trimethoxybenzene
C3256388    ,trimethoxycaprylylsilane
C4018142    ,"trimethyl-1,3-pentanediol"
C3555506    ,trimethylbenzenepropanol
C0077190    ,trimethylolpropane
C0043892    ,trimethylphloroglucinol
C3256454    ,trimethylsilane
C0085176    ,trimetrexate
C0041056    ,trimipramine
C0723903    ,trimox
C0728764    ,trimpex
C0077214    ,trimyristin
C0876190    ,tri-nasal
C0723831    ,tri-nefrin
C1330568    ,trinessa
C4087086    ,trintellix
C1602647    ,trintex
C0723906    ,triofed
C0041073    ,triolein
C1170681    ,trionate
C0723907    ,triostat
C0723908    ,triotann
C0723910    ,triotann-s
C0723832    ,tri-otic
C2702140    ,trioxin
C0041086    ,trioxsalen
C0041086    ,trioxysalen
C1878681    ,tri-pak
C0041087    ,tripalmitin
C2978980    ,tri-pase
C0728744    ,tripedia
C0041090    ,tripelennamine
C1263068    ,triperidol
C0723914    ,triphed
C0723915    ,triphenicol
C0146894    ,triphosphate
C3538302    ,tripleflex
C2241889    ,tripohist
C0723924    ,triposed
C0041098    ,triprolidine
C0723838    ,tri-pseudo
C0723927    ,triptifed
C4522713    ,triptodur
C0723928    ,triptone
C0077275    ,triptorelin
C1096917    ,trisenox
C3152820    ,triseptin
C3256455    ,trisiloxane
C0723929    ,trisofed
C0702232    ,trisoralen
C2961897    ,tri-statin
C0041111    ,tristearin
C3535920    ,tris(tetramethylhydroxypiperidinol)
C0723930    ,tristoject
C4271498    ,tris(trimethylsiloxy)phenylsilane
C0723840    ,tri-sudo
C1171384    ,trisudrine
C0077304    ,trisulfapyrimidine
C0723841    ,tri-tannate
C0650259    ,tritec
C0310418    ,tritop
C0077316    ,tritoqualine
C3854898    ,triumeq
C2364630    ,trivaris
C3265045    ,trivase
C2939902    ,triveen
C0723848    ,tri-vi-sol
C0723933    ,trivora
C0723934    ,trixaicin
C3497782    ,tri-zel
C0939514    ,trizivir
C0041157    ,trobicin
C2346289    ,trocaine
C0077373    ,troclosene
C0077375    ,trofosfamide
C0245514    ,troglitazone
C3666325    ,trokendi
C0041165    ,troleandomycin
C0077379    ,tromantadine
C0041175    ,trometamol
C0041175    ,tromethamine
C0723936    ,tronolane
C0700980    ,tronothane
C0077388    ,tropatepine
C0147020    ,trophamine
C0307956    ,tropicacyl
C0041190    ,tropicamide
C0063322    ,tropisetron
C0592217    ,tropium
C0041196    ,tropolone
C0772089    ,trospium
C0243647    ,trosyl
C0379881    ,trovafloxacin
C0723938    ,trovan
C0077410    ,troxerutin
C4282511    ,troxyca
C4310275    ,trulance
C3858044    ,trulicity
C3859499    ,trumenba
C3663857    ,tru-micin
C0723940    ,truphylline
C3499737    ,truprofen
C0592218    ,trusopt
C1528494    ,truvada
C0723942    ,truxacaine
C0723943    ,truxade
C2355748    ,truxadryl
C0723941    ,trux-adryl
C1170682    ,truxazole
C1967640    ,truxcillin
C1170683    ,truxcillin-vk
C1602517    ,truxicillin
C0723944    ,truxophyllin
C2719900    ,trynate
C0041236    ,trypsin
C0041249    ,tryptophan
C0723945    ,trysul
C0699351    ,t-stat
C0723582    ,t-tussin
C0041289    ,tuberculin
C0723947    ,tubersol
C1602521    ,tubizid
C0041345    ,tubocurarine
C0723948    ,tucks
C3527673    ,tucoprim
C3475317    ,tudorza
C0041350    ,tuftsin
C0077493    ,tuinal
C1451406    ,tulathromycin
C0077497    ,tulobuterol
C0310424    ,tumil-k
C0723950    ,tums
C0041383    ,tungsten
C0041411    ,turpentine
C0723954    ,tusal
C0723962    ,tussadur-hd
C0876199    ,tussafed-hc
C0723964    ,tussafin
C0876200    ,tussaminic
C2962696    ,tussanil
C2918757    ,tussar
C0723969    ,tussar-2
C1640412    ,tussbid
C0723970    ,tusscidin
C0723958    ,tuss-ds
C0723973    ,tussend
C0723976    ,tussgen
C0876767    ,tussi-12
C1330575    ,tussi-12d
C1170684    ,tussi-bid
C1966211    ,tussicaps
C0723985    ,tussigon
C0723986    ,tussin
C1618300    ,tussinate
C1589110    ,tussionex
C0723996    ,tussirex
C1601543    ,tussitab
C0723960    ,tuss-la
C2369039    ,tusso-zr
C0723961    ,tuss-pd
C1962280    ,tussplex
C0723999    ,tusstat
C1724586    ,tustan
C4026310    ,tuzistra
C0724002    ,twilite
C1703031    ,twinject
C0724003    ,twin-k
C0593953    ,twinrix
C0724004    ,two-dyne
C2726882    ,twynsta
C0175163    ,tybamate
C3858034    ,tybost
C0724005    ,tycolene
C1614700    ,tygacil
C1721362    ,tykerb
C2917855    ,tylagesic
C0878399    ,tylan
C1602609    ,tylefon
C0699142    ,tylenol
C0724035    ,tylophen
C0041441    ,tylosin
C0684190    ,tylox
C0077539    ,tyloxapol
C2744563    ,tylvalosin
C4475099    ,tymlos
C0724036    ,tympagesic
C0041479    ,tyramine
C0041483    ,tyropanoate
C0041485    ,tyrosine
C0041499    ,tyrothricin
C1529600    ,tysabri
C2718336    ,tyvaso
C1743650    ,tyzeka
C2741639    ,tyzine
C0077656    ,ubiquinol
C0041536    ,ubiquinone
C0600068    ,ubretid
C0592222    ,ucerax
C3531319    ,uceris
C0731586    ,ucine
C1330577    ,u-cort
C3268297    ,udderblend
C2954853    ,udderdine
C3264662    ,uddergold
C0724045    ,ugesic
C1640736    ,u-kera
C0592223    ,ukidan
C0724038    ,u-lactin
C0724046    ,ulcerease
C2918124    ,ulcergard
C2718766    ,ulesfia
C0300205    ,ulipristal
C2683462    ,uloric
C0724043    ,ulr-la
C4490659    ,ultacan
C0724047    ,ultane
C0592225    ,ultec
C0594510    ,ultiva
C1601949    ,ultrabalance
C0724052    ,ultrabrom
C3556186    ,ultracaps
C1660052    ,ultracare
C0304318    ,ultracef
C2961357    ,ultracept
C1170699    ,ultracet
C1613606    ,ultralytic
C0724054    ,ultram
C2741116    ,ultraprin
C3709441    ,ultrasal
C0724055    ,ultrase
C0147791    ,ultravate
C0728741    ,ultravist
C3267256    ,ultresa
C3661274    ,umeclidinium
C1588578    ,umecta
C1870407    ,umirolimus
C3473969    ,un-aspirin
C0147814    ,unasyn
C3538471    ,unburn
C0077818    ,undecane
C4080265    ,undeceth-5
C3500840    ,undeceth-7
C0982443    ,undecylenate
C0724059    ,undelenic
C0724060    ,unguentine
C0724072    ,uni-ace
C0724074    ,uni-ann
C0724075    ,uni-antacid
C0724076    ,uni-buff
C0724078    ,uni-calm
